TF2,AP-2alpha,AP-2gamma,ARID3A,ATF1,ATF2,ATF3,BAF155,BAF170,BATF,BCL11A,BCL3,BCLAF1,BDP1,BHLHE40,BRCA1,BRF1,BRF2,Bach1,Brg1,CBX3,CCNT2,CEBPB,CEBPD,CHD1,CHD2,COREST,CREB1,CTCF,CTCFL,CtBP2,E2F1,E2F4,E2F6,EBF1,ELF1,ELK1,ELK4,ERRA,ETS1,EZH2,Egr-1,FOSL1,FOSL2,FOXA1,FOXA2,FOXM1,FOXP2,GABP,GATA-1,GATA-2,GATA2,GATA3,GR,GRp20,GTF2B,GTF2F1,HA-E2F1,HDAC1,HDAC2,HDAC6,HMGN3,HNF4A,HNF4G,HSF1,IKZF1,IRF1,IRF3,IRF4,Ini1,JARID1A,JunD,KAP1,MAZ,MBD4,MEF2A,MEF2C,MTA3,MYBL2,MafF,MafK,Max,Mxi1,NANOG,NELFe,NF-E2,NF-YA,NF-YB,NFATC1,NFIC,NFKB,NR2F2,NRSF,Nrf1,PAX5-C20,PAX5-N19,PGC1A,PHF8,PLU1,PML,POU2F2,POU5F1,PRDM1,PU.1,Pbx3,Pol2,Pol2(b),Pol2(phosphoS2),Pol2-4H8,Pol3,RBBP5,RFX5,RPC155,RUNX3,RXRA,Rad21,SAP30,SETDB1,SIN3A,SIRT6,SIX5,SMC3,SP1,SP2,SP4,SPT20,SRF,STAT1,STAT2,STAT3,STAT5A,SUZ12,Sin3Ak-20,TAF1,TAF7,TAL1,TBLR1,TBP,TCF12,TCF3,TCF7L2,TEAD4,TFIIIC-110,THAP1,TR4,TRIM28,UBF,UBTF,USF-1,USF1,USF2,WHIP,YY1,ZBTB33,ZBTB7A,ZEB1,ZKSCAN1,ZNF217,ZNF263,ZNF274,ZZZ3,Znf143,c-Fos,c-Jun,c-Myc,eGFP-FOS,eGFP-GATA2,eGFP-HDAC8,eGFP-JunB,eGFP-JunD,p300
BCL3,,,0.10117338999973376,0.08510717618143078,0.278713909192994,0.18090280280863633,,,0.19833218975371458,0.2749531908411241,1.0,0.1909310311213067,0.00930589628645062,0.1314689594617233,0.018333418784363738,-0.0003885462679095407,0.01696313017496116,0.04030884773008721,0.11292961215590727,0.08691538133345275,0.11232471585139586,0.1328888305577253,,0.05217780415171498,0.14973059114116571,0.10818983944335281,0.14276174471450656,0.01651738357239656,0.024962516454353337,,,0.06461017746644022,0.0629564840047499,0.21025206116161763,0.1511486215055764,0.08468728473958509,,,0.17113551000055915,0.043817988487092986,0.11370053786790082,0.09605121915462302,0.2519008791301379,0.031917835964446535,,0.26374509375919203,,0.18810946888742566,0.17303880810098562,0.1194924144463227,0.12312359467227967,,0.23188348711365875,,0.07055446292930634,0.09715590854930507,,0.057068396759068434,0.1332007971398335,0.06424213638369453,0.1097659425705708,,,,0.16170614043374132,0.1328339902889329,,0.2577761589164781,0.06480585049390887,,0.12116225593380028,0.0043099234162230216,0.1264766779303922,,0.2176459048742272,0.23272612750746804,0.23695274977688846,,0.033149056738085964,0.038430758634892405,0.1205887352827475,0.15064038393328405,,0.10534671469725666,0.022432252101471657,0.02180641579342909,0.03278303843066218,0.31212753055399706,0.2611072891064076,0.2747138670082882,0.1142497702502327,0.17179543628550417,0.03881054201117837,0.1777219247639381,0.26493357311542637,,0.04785012624200038,0.07273288215342352,0.18728501980577392,0.22602502416260636,,,0.06685436406040036,0.14242989631027345,0.14777425007577213,0.16190339446109292,0.11545037470609869,0.15097571490159062,-0.00041183412719361906,0.05505424798738124,0.0575887071911306,0.007193709843535659,0.22247190047715187,0.10968888738358475,0.03162576160361374,0.0458397976425838,0.02150281377704818,0.08582175281080939,0.12001039465510335,0.11132607182079628,0.03564953222993092,0.21022470364398088,0.03240918738077989,,,0.09819894312651832,0.07204333981031916,0.15422164640184036,0.1673536795107716,0.1970403162250925,,0.20345094339882255,0.12483310748386883,0.14501748199734443,0.09968148431356805,0.23252575301562228,0.11454829569239759,0.2936345107581502,0.24332992098625103,,0.10588287005852226,0.004955309109895248,0.058840351591346624,0.02379249245806725,0.13713141428410716,0.03647024340417842,0.05816619167250665,0.11128761854534208,,0.0504933034827452,0.08368719684428902,0.12995236396273743,0.2215734465470678,0.06499671943746017,0.08875468694253708,,,0.012646458294669876,0.050427926553237724,0.008677624620036082,0.03703956681309633,0.02974760379797029,0.09815289859521825,0.10306964622328257,0.0422006637628894,0.08434274914920269,0.03453040387019588,0.0829013601136734,0.06509974770312213,0.2774020695870918
BCLAF1,,,0.1620759058404375,0.13553701703169552,0.22700308889547272,0.11719018242916651,,,0.11811106957720115,0.15188629104869866,0.1909310311213067,1.0,0.04778193338929589,0.19446824285171127,0.045721810080622476,0.020741638404289088,0.013565941220472734,0.07652876814286459,0.1271040700867718,0.2218635451438812,0.2183312204243495,0.16007037222854495,,0.09737118337191064,0.22495465642605028,0.17953632469497505,,0.06709575093439879,0.08099836607224893,,,0.1694832196649289,0.18326889376825606,0.13315425130811728,0.2142677266438045,0.20723695458526697,,,0.242872656656418,0.03467186446764001,0.16570337363591053,0.10439873629345289,,,,0.2638497913851641,,0.22922975711598026,0.14591624738319592,0.12761933990314095,0.12244146368938653,,,,0.1682894037670993,0.2150310442876539,,0.13755611462709746,0.17317207475783739,0.05657840783115217,0.2179685401429418,,,,0.10795513415767527,0.2688628307193692,,0.23016400590596986,0.09670297234205151,,0.12922351039240937,0.008876432145899522,0.22753413416232154,,0.20177114236282978,0.20748370177948586,0.22026668254675733,,0.05290231084074181,0.06527891831737678,0.22398789489424123,0.23146012520257367,,0.09502749150504745,0.03766041418527828,0.04782861334532188,0.04881328054191574,0.20055928454163865,0.18808825036365176,0.203592307330429,0.166984475243111,0.12892383062001392,0.10148578024943264,0.2171787349957172,0.21904554741100687,,0.16174476195561588,0.1934223538180437,0.27014592197010434,0.26690448371339026,,,0.08006893140242977,0.0990397077637517,0.27516509729877836,0.2530400603011377,0.1695509234913394,0.251343210963733,0.030751019887482287,0.1628281357265973,0.10526089152031833,0.06534214042897447,0.20496689528631304,0.1777772264521497,0.07478830722851622,0.11614705858895182,0.0878610810811446,0.18557139964382294,0.13432779280657314,0.18225755362342294,0.08992478048914501,0.24408447085787227,0.10005788565816796,,,0.17802540386669952,0.11276624224847115,0.20040755325993886,0.16124434157812034,0.20664936365613445,,0.19523507732653003,0.24494935547226349,0.24370550587367448,0.11371298377891152,0.29170122923789654,0.22451429227468667,0.2109316293668373,0.2138020527202422,,0.18677371525312272,0.04694006531389179,0.1665216823964945,0.04850784461902327,0.2439646359383638,0.1379306718528411,0.18175349994100032,0.10782478011461252,,0.07592869918327153,0.15217126242349271,0.22549526351272076,0.13351811266617664,0.1508670804147789,0.13623911127782604,,,0.03495018220490249,0.04713199527880042,0.03962164090114267,0.15045494619397798,0.05644495728489177,0.15261250004970342,0.223686022334754,0.06910082568989642,0.10116168588504575,0.07496676491306398,0.1442374642470245,0.15203764139281836,0.22885618314607126
BDP1,0.007033923943694223,0.010826218688336154,0.04702486891733597,0.01987964067262497,,0.08039943678333804,0.0052937404686095296,0.011367745529702567,,,0.00930589628645062,0.04778193338929589,1.0,0.02403197844854024,0.06681080162860906,0.19992489427529275,0.019903692940236944,0.008161225186292314,0.003216948144789161,0.03342434840229845,0.007978731313313548,0.023607148586140346,,0.007424845454986803,0.038741261468211746,0.03684616284132028,,0.002147400285578606,0.003746517714203464,,0.004579784750744028,0.012943524212813457,0.0073314000776337086,,0.01160060363860346,0.015755729292140076,0.015271084555812418,,0.06774567277807178,0.0006038621021461866,0.018468922266710538,0.005973379801848668,,,,,,0.02256476696583736,0.007425269432954422,0.016186391392503347,0.01669563733971015,,,,0.0083079483453955,0.036086673587868684,0.002587344659044593,0.0033931203233864317,0.005138652692354673,0.04114155057964757,0.006903719168485211,,,,,0.04005902157927123,0.00579644192530881,,0.005864705588193917,,0.027514176721390393,0.0013789208731715655,0.0216079334937816,,0.02189125924304054,,,,0.010250965540365678,0.014444144628417477,0.027364494596865806,0.020624424100725486,,0.006352918632015516,0.0009435291107425015,0.0046866412258023075,0.0036049588457966446,,,,0.02622910736344032,0.006374195782288908,0.011669925336893372,,,,0.005857447090342498,0.01997685741305469,0.01723408982896866,,,0.005063133137794091,0.003220652394345813,,0.012910527806754078,0.008439523462548918,0.00985686991338034,0.01271424726306523,0.11473211645561071,0.01911032878947954,0.08342027093004854,0.298027663378698,,,0.0039216566409130535,0.002583134639908049,0.0026675015787415647,,0.03440185341551704,0.0024362945819519036,0.006837125396641969,0.006532267531495348,0.0007121873638719215,,0.010559464466418731,0.006453766243392332,0.028974385356787036,0.014087398251285256,0.029774582033309554,0.022018367212061962,,0.005003633575113229,0.008559568424458212,0.03836586661773748,0.011089874058715069,0.07481090131495934,0.09369599803166993,,,0.022429132295046242,0.049676480938882654,0.15703935599003455,0.09008624430824458,-0.00020996351540327986,0.052228979993687114,0.007884209387967026,0.015674771550165015,0.008434526595832104,,0.012730088184674533,,0.017964092796679272,0.009676535557580607,0.012780382572955254,,0.01667057896705834,,-1.4530829881365116e-05,0.01841463366577144,0.01695822629933393,0.01232560418911642,0.019188037005446468,0.023228060284003742,0.03178166663137819,0.0055032931972910535,0.010168519356857825,0.008183442271060428,0.015071439007536479,0.020289187049042694,0.04467169143672507
BHLHE40,,,0.17186949139048446,0.20515234643423688,0.25486909888319437,0.1673081727864605,,,0.16632387264305762,0.2479407268219755,0.1314689594617233,0.19446824285171127,0.02403197844854024,1.0,0.07609517503312992,0.013633045336398924,0.0052078387452876105,0.08266356384908011,0.09884560316421549,0.21551422389982056,0.2789596293520669,0.11990234351837295,0.18643927784412043,0.10373216279526207,0.22438577319068856,0.2249511540856061,0.16290832524878318,0.06471830017012759,0.10289177731616962,,,0.1703151217656857,0.2982373870118403,0.2181187598834819,0.18548661062465444,0.15889069142542547,,0.08599541776381552,0.15563988933609865,0.022858245287788907,0.1842214003788077,0.14306950695209583,0.1438498907000083,0.08685755096672315,0.14107976628870736,0.2536066401267109,,0.1669170634932951,0.19229257172876338,0.19650259451934346,0.17742992808332098,,0.08648245394438227,0.06093073136398282,0.10251305814545357,0.1580776988403792,,0.16428646685730794,0.21773175962108063,0.0388473454370761,0.2501348741569133,0.21029050690841597,0.16759887113949823,0.07815445729077818,0.1434146066160752,0.2504540683446382,0.036157331305898086,0.2465371064013352,0.07786289935125132,,0.20512176538600854,-0.005644325729772548,0.2757151271561277,0.15102615039426426,0.18332818817168173,0.22037836644826453,0.21471285666768367,0.21682093504640437,0.055004178781464394,0.055405927373306074,0.3328913616740044,0.29589067868329466,,0.03888211972611292,0.09335922522935877,0.07489900213166902,0.09035317146978811,0.19064601364080133,0.21785789494124658,0.24941974183816962,0.21325751627672462,0.12025908446853828,0.1205233974834586,0.24717515075697868,0.2912429581081156,0.08233392719607864,0.18199189765884793,0.17947319213227256,0.2375753063006753,0.266507172224649,,,0.10578401131764947,0.1221949654000802,0.2135188164069019,0.21136132900757504,0.08574240477665679,0.19924392560202872,0.008319587335392857,0.168429810942,0.1281242993096491,0.026530784088967675,0.2552344252332687,0.17311519577676918,0.08153203871778612,0.1372881301069286,0.0591436364000072,0.18350474159867494,0.181188466266836,0.12205365017931487,0.10999837239026511,0.25160932836753597,0.05950576170824318,,,0.11986417325566438,0.09500145781489967,0.15649473912161485,0.21833770790060456,0.19712981898997856,,0.1749557139749557,0.17752441865934537,0.10416585241160825,0.17137898398247897,0.3218031222246995,0.23053475550074423,0.1860021075418771,0.23471678588901623,0.09371536095553802,0.19851107180698,0.029200446226396864,0.1390513850662924,0.06230285332823471,0.21640495111731564,0.12089684922950285,0.18850754452502966,0.2556139815061156,,0.23203593880290588,0.13907571736714253,0.1781474879597621,0.10617512484394978,0.14389044130113549,0.11607582537503841,,,0.043640909448777035,0.015966011930699853,0.010516556212264239,0.13238581816878228,0.1098073507153672,0.14434566214184563,0.27989715571343043,0.13063042622910365,0.15192374192827893,0.0693192489564341,0.1791336028288658,0.22796469177472933,0.2609205308685122
BRCA1,0.12909256091420068,0.1412056960712917,0.06280735601287224,,0.0877508713307781,0.07780347294037211,0.12295137730996004,0.12403405193173156,0.0009667724923314033,0.006866200755014618,0.018333418784363738,0.045721810080622476,0.06681080162860906,0.07609517503312992,1.0,0.033289484641435406,-0.00019172501572502841,0.07691569416017038,0.06571036775211538,,,0.06454187575181891,0.09430603805517108,0.03828448391487183,0.2756660452351474,0.2580082638282261,,0.031531069583579964,,0.043727023090234476,0.11421784587375465,0.11763615420343701,0.11216809578622616,0.013962657212166194,0.11322592254938782,0.17305483312898062,0.20234108175349896,0.04976941614425737,0.21316317563564224,-0.0003440354956393035,0.06982806891593787,0.03011045240542838,0.07100591949712474,0.024732546404358367,0.014407044291987648,0.04105049125020603,,0.12993430112401402,,,,,,0.20035421464482375,,0.22231449769833528,0.1258634785028248,,0.05665490731087548,,,0.040119555857115755,0.02538393140139411,0.052569656321509554,-0.001559316998756572,,0.08145412064168832,0.020156270105184632,0.11893433901328375,0.12004107291648308,0.10294560221086106,,0.16063533226223245,0.04063133078820219,0.02781886296422189,0.016034263569079547,0.026254812695138276,0.09929444206349562,0.008704998161482168,0.05725848609171533,0.14442834139172758,0.1690915450591454,0.027410600812154046,,0.015197794769611379,0.10119852170676581,0.09012786376744251,0.017172027290176417,0.05104505987413087,0.02783434943640388,,0.05151687064006367,0.08776500727622671,0.04809271802766747,0.03876647812641115,0.04723646192644922,,,0.08910925996314224,0.054413968438639604,0.019086129861296153,0.08132223428583678,0.015497422461599512,0.022392350268621297,0.16996851569382887,0.11975650316895688,0.13330085611454176,0.11737987702538642,-0.0002613220827784452,0.08945608480666138,0.14559246416103613,0.04403203455342717,0.03965179458799996,0.03495294739959618,0.05156055111663339,,,0.1003577536480322,,0.10957712274570955,0.059641235606878666,0.08674767867101633,0.041822499233816715,0.13298480290152986,0.013050757780213843,0.07178349831385226,0.09928047529414377,,0.12149609432166938,0.024062025567860957,-2.416787050715744e-05,0.11199225378098504,0.15620214326285706,0.12826774093540946,,0.04876674886943114,0.17300650557825342,0.04091199356176789,0.04551039619791986,0.10948589245083185,0.036166636462758465,0.034674937843692515,,0.06275099991737895,,,,0.041457525147156456,,0.07156762385772593,0.026845152000574756,0.10289523684473485,0.32678963953651297,0.04725249863892613,0.028092067930196255,0.14773932023331574,,,-0.0006828325370917908,0.003907000344177984,0.09885733161547276,0.10281636256183105,0.09646312091981478,0.1294721564698994,,,,,,0.09379092500399996
BRF1,0.002624525083952551,0.0033601478917358036,0.01766452702429344,0.0034093423962943854,,0.040404750885871345,0.001663589330590672,0.006235763602382782,,,-0.0003885462679095407,0.020741638404289088,0.19992489427529275,0.013633045336398924,0.033289484641435406,1.0,0.006534542769398303,0.0017782862242767762,-0.00017778467972530242,0.014975018924876123,0.0025353929593896632,0.008077830584688663,,0.0033154607309076435,0.020459235901051295,0.016501512734669148,,0.000314246197290489,0.0017670566952488562,,0.005902685656636556,0.007040549841105316,0.003410739688637018,,0.006757298130412362,0.008904630100947612,0.005288846668302304,,0.04278360801255406,-9.945762796853582e-05,0.00827360103592626,0.0001756101934616622,,,,,,0.012638426201195471,-0.000752135813222024,0.006622231978955506,0.004737513785151224,,,,0.0020187488712741348,0.01566849179778469,0.0010783937102013983,0.0025606342203173312,0.0016635872765954926,0.02911069385429575,0.0021121184291525157,,,,,0.01599023499227256,0.0009793839763919266,,0.000807592761427566,,0.00937463418341844,-0.0013096026066536715,0.011422665459445286,,0.0061177965531246745,,,,0.003254775165687514,0.006600568377839372,0.011976591583129092,0.010400181615064598,,-0.000312882346106989,-0.0005072661916203208,0.00031621443647406625,-0.00040569553817217384,,,,0.01272605680823278,0.0028742345456687053,0.004775017050920757,,,,0.005403653604250717,0.014975015187569156,0.005148839960855013,,,0.00026745228160802184,0.0008308034427688843,,0.006068620859063539,0.002012194426904387,0.004479851017203354,0.0036706686025834287,0.19539308228118066,0.013338546533360874,0.044848452245482825,0.110897958909565,,,-5.5004263777079515e-05,0.0015333244817599826,0.0009810236591821448,,0.004524917833315441,0.000341893435124148,0.002385649718237777,0.0022377998121479266,-0.0005592409742614779,,0.005261284410073321,0.003265020478685249,0.014004161742111323,0.0035317496200399597,0.005379362113324614,0.006529889877983727,,0.001379015801781938,0.0026819815844348225,0.020660523734678696,0.003657274649691068,0.04065379401190618,0.03563594139926645,,,0.008152876208483824,0.02549688133813659,0.07217761924253699,0.06043518099425819,-0.0004142611967209324,0.021226309343597642,0.005793610354051271,0.011682199690213831,0.002630311761918582,,0.00489867894868438,,0.011233140174223315,0.010650876711877385,0.010093576353173497,,0.011672300936780712,,0.0008386084843799218,0.00855868117931418,0.00642433779321127,0.0069182577838511495,0.008509635494650551,0.003839365371908834,0.014320920928863258,0.0005049543963116608,0.001394524683553937,0.004089102566558066,0.007592849084675227,0.006243009057523066,0.019980011045471965
BRF2,-0.0018353756221642897,-0.0022309041864886766,0.010826216660181588,0.011020029872838155,,0.00749215629688164,-0.00045740367570705265,-0.00024312558515979116,,,0.01696313017496116,0.013565941220472734,0.019903692940236944,0.0052078387452876105,-0.00019172501572502841,0.006534542769398303,1.0,0.00497721311691223,0.003423413106991083,0.0034601738035228737,0.0055954508826062035,0.0017221720688799012,,0.004980385051145868,0.0029479263653240796,0.004611258499098278,,-0.0018465544998318615,0.0010238431350206812,,0.004752733884097347,0.004237792673098035,-0.0010459145085159394,,0.0020189298595889135,0.0056176026150129964,0.0011678750432271815,,0.006718794980907833,0.004890131847517743,0.0008088508477850005,0.004594458943600726,,,,,,0.00160016598582545,0.00764592831291252,0.008637564518052069,0.0087839608865772,,,,0.005571585370905638,0.004774064385975601,-0.0014536294965698277,0.002899103233703804,0.0053745803683303865,0.012709536491525434,0.00420726907164511,,,,,0.008333424375715322,-0.0005623526467652088,,0.000793676250762298,,0.002523480570976305,0.0005321937321870776,0.0022638241068245373,,0.005959509918312462,,,,0.0033053938339774585,0.0023798836166373178,0.0012620815997576652,0.005721465566953508,,0.0204500078443648,0.0007282160478247474,0.0018102844849366652,-0.0005315524623444332,,,,0.007205871946733081,0.002873259389620592,0.0006669903851799331,,,,0.0015718314325397467,0.004739764297115654,0.009407094141421258,,,0.001322166134923466,0.0002461659534871685,,0.004486781692582705,0.008206487878518206,0.00530075408126645,0.008210667502244947,-0.0005883958569778209,0.0020008955768917036,0.006544085787570788,0.0059476913781655785,,,-0.0010186217772325218,0.002161374499403139,0.0037390190999212723,,0.02508933008760067,0.009099620979991138,0.0002228806218678858,0.00731951390336335,0.00367926860087562,,0.01294293611951913,0.009079391300553075,0.004710766408522738,0.012097748813309772,0.0020328538782531055,0.009747963174055052,,0.006024832505029197,0.002979166670074824,0.013832691834963625,0.0037204504001559185,0.01659690145938238,0.0013114777243759263,,,0.0011091980769646341,0.0087916749569259,0.0044137638734068445,0.005342403384359125,0.0015563447356898828,0.010370619207878736,-0.00030107468244608404,8.78698385209363e-05,0.004483734104572276,,0.0008229947233646918,,0.0020071991130964626,0.012132169220186268,-0.00033349399766006293,,0.0029014670453466874,,0.0007461412818747333,0.004310955527046637,0.0049032444139532755,0.0008905108731070246,2.3550524236294786e-05,0.003426961483103567,0.004292674643009552,0.0021594275198148958,0.008023536450263229,0.0023249498284110214,0.008056228526737604,0.006048385102695236,0.005727270329391241
Bach1,,,0.10645634996214323,0.06984380681673101,0.08136150251072,0.08419618814961699,,,,0.022553492094156725,0.04030884773008721,0.07652876814286459,0.008161225186292314,0.08266356384908011,0.07691569416017038,0.0017782862242767762,0.00497721311691223,1.0,0.05633744757014471,0.08137440068472668,0.06778716860553219,0.04086486309674481,,0.027819584339332952,0.08037607806144297,0.11802155652769397,,0.045667827808733574,0.021036636924671927,0.07517955802403427,,0.051343173236778526,0.058103229143230566,,0.04814066587787973,0.05107139390978148,,,0.05549407533325518,0.006633365438353559,0.07218302078008734,0.07429084883272821,,,,,,0.07084010922668257,0.04917864866317089,0.058833301567083336,0.06134522251411386,,,,0.02801734481366644,0.07014767844370598,,0.04184914399701543,0.13579011650140244,0.02340868460138704,0.05585427004545982,,,,,0.10903331853607172,,,0.05414194563278362,0.035477934696526194,0.1337974292188228,0.003945037677331409,0.07937400308949247,,0.0537899605848474,,,,0.2479980451359174,0.2850078536227504,0.08281607684295587,0.09120976718095125,0.037494698918368194,0.022853914571450553,0.3685941415554791,0.010505737689878322,0.010197278391957401,,,,0.07164571532622908,0.03855522558310819,0.05560989580766604,,,,0.04182684605924499,0.04602040946263439,0.06350148812555172,,0.022911262060786874,,0.02592017369215043,,0.1013485246118464,0.059228807602259,0.03224256505952442,0.08729358112538005,0.003382264401628499,0.07905305614822186,0.03386992133718124,0.010996136895827341,,0.03364147868736333,0.046520372995927824,0.02614822328553197,0.017510945910534027,0.14431382329829295,0.05455364211545329,0.03178290360412373,0.02505982839329136,0.07334346756239112,0.029503741725845065,0.1015797474222785,,0.04714024645659706,0.05942528994320343,0.07001518552511657,,0.07025202242868578,0.0030496415438458283,0.06594007821281427,0.10026410551293538,0.07576212550490119,0.0563862454866628,0.12320258966228953,0.10086770219974417,0.07220724313825867,,,0.07772449347563384,0.00875003684388262,0.03368839442581728,0.007176053383749764,0.08349581620095228,0.02715803000181004,0.04916654126715902,0.04100982590676577,,0.04140185381804532,,0.0704997440747786,0.02867437881944148,0.04952950568623351,,,,0.01467898475003876,0.021154782597430664,,0.07883701842091333,0.07297571112919217,0.10388321921875887,0.10231729023721581,0.11035095040050528,0.05549007472631449,0.034880967993465864,0.11335208390545053,0.13036794779597466,0.12432513496402234
Brg1,0.07317901573100317,0.07848728257289185,0.15565842138512223,0.09708613228102249,,0.07110485401721786,0.20651820274047372,0.17265631456522457,,,0.11292961215590727,0.1271040700867718,0.003216948144789161,0.09884560316421549,0.06571036775211538,-0.00017778467972530242,0.003423413106991083,0.05633744757014471,1.0,0.11584231194587019,0.15481288118099704,0.06448970654441688,,0.04076584357705641,0.07020851328740091,0.1147029345576569,,0.009564165668537617,0.013601564815881357,,0.032291400485800606,0.04786158529859942,0.055157391262694005,,0.055715515700693746,0.03867456365482262,0.055407502794504244,,0.0986848362228981,0.018225640021225193,0.05786254997105226,0.08357904605728418,,,,,,0.07593270465336527,0.18536953196357137,0.14760264232419484,0.1279173374405096,,,,0.043427471945553325,0.07402737601667439,0.03644669853196847,0.07503270207361651,0.11626816131080571,0.01147016093097121,0.13832793094806928,,,,,0.1248987301898301,0.016927057735635312,,0.21804010247035138,,0.07604543159695826,0.001727671403837822,0.08731336759584048,,0.10561306878988473,,,,0.046659309548474706,0.04685320635014165,0.09647086195055996,0.0942631316828095,,0.012083794561854813,0.03849578213632855,0.03201459286004983,0.023211302310768928,,,,0.14292906330793262,0.06012512808175023,0.022630291054292057,,,,0.05290738951347424,0.062287325975298645,0.16376778527599223,,,0.0216982261428102,0.034630825992709745,,0.12852216979745862,0.13048555233182146,0.049623034022980274,0.14421039365391988,-0.0009218615826994753,0.09624312194312984,0.04945059248880334,0.0037326714431305656,,,0.0215036208011571,0.037037208330796115,0.014190725488367686,,0.13904112850794337,0.01848476807761232,0.02792679354920991,0.11947387988281917,0.012761808328588442,,0.003418762922658035,0.04482443440889072,0.09906740523456584,0.16300751538307476,0.0658332336521384,0.16498060382226742,,0.04658677960840304,0.09821419613127566,0.05933271293120942,0.12271163414630425,0.21555067539716205,0.0867807358702854,,,0.08641064873680145,0.12646986494983334,0.010362977525681705,0.026048291416243593,0.01433250773191757,0.1691036112681404,0.044746153097617584,0.07219412588552877,0.046904615555360026,,0.03402559588507435,,0.061451581768409626,0.05755066973388596,0.07116909132264078,,0.04859492725189236,,0.021908246787088453,0.06844156496546719,0.00489436615219677,0.032477893854127714,0.05743147106986117,0.09810899032048234,0.1240002876883046,0.06369785035984023,0.18819370648670888,0.056654367797982774,0.12081657110077441,0.12758130606834486,0.10376439124261508
CBX3,,,0.1685973749942998,0.16231797882510368,,0.18465082451676806,,,,,0.08691538133345275,0.2218635451438812,0.03342434840229845,0.21551422389982056,,0.014975018924876123,0.0034601738035228737,0.08137440068472668,0.11584231194587019,1.0,0.21750852944604013,0.11010673812619239,,0.06097868304460381,0.1432024200547011,0.2763484113162316,,0.09274332919357181,0.0892386140146876,,,0.19097890345475046,0.24199082292388444,,0.18244371201033832,0.13878554673921287,,,0.21945166686707418,0.02073864369427517,0.12632947362832136,0.10875946944035515,,,,,,0.22050017727122945,0.15300403584704442,0.15551066308804687,0.13450257101004576,,,,0.11334980684429101,0.14971118471066894,,0.1509949889740211,0.1947605690054547,0.034709013733584225,0.20648886356423354,,,,,0.23595937238112474,,,0.08150794349487857,,0.2172849286786924,0.18483174092954396,0.25032478600483704,,0.12130922560652743,,,,0.061259298575759256,0.07427207339612804,0.30291771302052267,0.18191355833628595,,0.042394674138146966,0.06310464476903015,0.07826113437458919,0.06565912229243787,,,,0.2160897854869458,0.14926045754286127,0.10015122129654103,,,,0.16652823764087768,0.1753431317492522,0.2532447250974079,,,,0.0681236636690505,,0.25655484568971787,0.22931690793502615,0.07870703752560941,0.2354120641326453,0.017563212423564758,0.1528687223352327,0.08690212564972984,0.04668232372045589,,,0.07825937653621426,0.1224052949308071,0.2371937803950263,,0.12363157241058115,0.11119549180565858,0.09365972725912425,0.19034625561145418,0.07349322001966806,,,0.11621808630672625,0.12977802084176618,0.15331372768137044,,0.21248728507054612,,0.15388210610840877,0.21956770358346508,0.11091180124467441,0.12549757913862383,0.2734650989134297,0.21615928353676403,,,,0.23808152061456414,0.05680285304134534,0.1248008375070708,0.045172831511009384,0.38958043203967746,0.11397623645613829,0.1813733868765828,0.13534594408581008,,0.08503961489637042,,0.21419709330741618,0.08849815320410274,0.14361587055826971,,,,0.03464424879589609,0.07339694742099215,,0.2081327130577928,0.11289326871732852,0.17798961846827083,0.3679403719887778,0.0943186036105483,0.13916165146364426,0.07812456046373677,0.16265607043623911,0.2158259951087117,0.23963114232154353
